ID;Note;Amount;Category;Account;Currency;Date;Event;Exclude Report
4803;Sleep Cycle premium renewal;-2.99;Shopping;Main Wallet;SGD;23/03/2020;No
4801;HTA rice with 4 nuggets and lemak;-3.2;Food & Beverage;Main Wallet;SGD;23/03/2020;No
4800;Sunshine White Bread 400g;-1.7;Food & Beverage;Main Wallet;SGD;22/03/2020;No
4799;NCN bakery Nacho chicken hot dog bun 90g;-1;Food & Beverage;Main Wallet;SGD;22/03/2020;No
4797;NTUC 1500 Link points to $10;10;Gifts;Main Wallet;SGD;21/03/2020;No
4796;Marigold yogurt savings;2.9;Gifts;Main Wallet;SGD;21/03/2020;No
4790;Shokabutsu Calm & White (R) 600ml;-4.8;Investment;Main Wallet;SGD;21/03/2020;No
4798;Burger king ultimate Angus mushroom Swiss meal;-8.5;Food & Beverage;Main Wallet;SGD;21/03/2020;No
4795;Marigold Strawberry yogurt;-2.2;Food & Beverage;Main Wallet;SGD;21/03/2020;No
4794;Marigold Na Ta Deco yogurt;-2.2;Food & Beverage;Main Wallet;SGD;21/03/2020;No
4793;Marigold Na Ta Deco yogurt;-2.2;Food & Beverage;Main Wallet;SGD;21/03/2020;No
4792;Marigold Mixed Berry yogurt;-2.2;Food & Beverage;Main Wallet;SGD;21/03/2020;No
4791;T Honey Cherry tomato;-1.5;Food & Beverage;Main Wallet;SGD;21/03/2020;No
4789;Gardenia original wraps 250g;-2.8;Food & Beverage;Main Wallet;SGD;21/03/2020;No
4788;D-plus yuzu citrus bun 80g;-1;Food & Beverage;Main Wallet;SGD;21/03/2020;No
4787;D-plus Hokkaido bun;-1;Food & Beverage;Main Wallet;SGD;21/03/2020;No
4786;McDonald's sausage egg McGriddle;-3.5;Food & Beverage;Main Wallet;SGD;20/03/2020;No
4785;Uniqlo Miracle Air 3D Jeans;-50;Shopping;Main Wallet;SGD;19/03/2020;No
4784;Marigold yogurt savings;1.45;Gifts;Main Wallet;SGD;18/03/2020;No
4777;Magic Wiper H Rose 16S;-9.05;Investment;Main Wallet;SGD;18/03/2020;No
4783;Marigold Strawberry yogurt;-2.2;Food & Beverage;Main Wallet;SGD;18/03/2020;No
4782;Marigold Mixed Berry yogurt;-2.2;Food & Beverage;Main Wallet;SGD;18/03/2020;No
4781;Sunshine White Bread 400g;-1.7;Food & Beverage;Main Wallet;SGD;18/03/2020;No
4780;Nscafe Hazelnut Coffee;-6.95;Food & Beverage;Main Wallet;SGD;18/03/2020;No
4779;Hello panda strawberry biscuits;-0.95;Food & Beverage;Main Wallet;SGD;18/03/2020;No
4778;Hello panda milk biscuits;-0.95;Food & Beverage;Main Wallet;SGD;18/03/2020;No
4776;Farm pride chicken patty 375g;-4.45;Food & Beverage;Main Wallet;SGD;18/03/2020;No
4775;D-plus strawberry strawberry bun;-1.3;Food & Beverage;Main Wallet;SGD;18/03/2020;No
4774;Crusty's Truffle fish skin 100g #junkfood;-6.8;Food & Beverage;Main Wallet;SGD;18/03/2020;No
4773;Crunchy first baby butterhead lettuce 160g;-2.75;Food & Beverage;Main Wallet;SGD;18/03/2020;No
4772;"CDA rice with 1 bagadil, sausages and lemak";-2.5;Food & Beverage;Main Wallet;SGD;17/03/2020;No
4770;CDA Chicken Burger with fries;-2;Food & Beverage;Main Wallet;SGD;16/03/2020;No
4771;"Purchase of 64,814 VET";-200;Crypto;Main Wallet;SGD;16/03/2020;No
4769;Pocky cookies and cream biscuit sticks;-1.5;Food & Beverage;Main Wallet;SGD;15/03/2020;No
4768;Marigold yogurt savings;1.45;Gifts;Main Wallet;SGD;13/03/2020;No
4758;Baygon Multi Kill pesticide;-6.5;Investment;Main Wallet;SGD;13/03/2020;No
4767;Marigold Strawberry yogurt;-2.2;Food & Beverage;Main Wallet;SGD;13/03/2020;No
4766;Marigold Na Ta Deco yogurt;-2.2;Food & Beverage;Main Wallet;SGD;13/03/2020;No
4765;T Honey Cherry tomato;-1.5;Food & Beverage;Main Wallet;SGD;13/03/2020;No
4764;Sunshine White Bread 400g;-1.7;Food & Beverage;Main Wallet;SGD;13/03/2020;No
4763;NCN bakery Japanese Red bean bun 100g;-1;Food & Beverage;Main Wallet;SGD;13/03/2020;Yes
4762;Gardenia original wraps 250g;-2.8;Food & Beverage;Main Wallet;SGD;13/03/2020;No
4761;D-plus strawberry strawberry bun;-1.3;Food & Beverage;Main Wallet;SGD;13/03/2020;No
4760;D-plus Hokkaido bun;-1.3;Food & Beverage;Main Wallet;SGD;13/03/2020;No
4759;Crunchy first baby butterhead lettuce 160g;-2.75;Food & Beverage;Main Wallet;SGD;13/03/2020;No
4757;"CDA rice with 3 chicken nuggets, potatoes, chicken curry #toospicychickencurry";-2.5;Food & Beverage;Main Wallet;SGD;12/03/2020;No
4756;Purchase of 0.52567 eth;-150;Crypto;Main Wallet;SGD;11/03/2020;No
4755;"CDA rice with lemak, 3 nuggets and sweet and spicy fried chicken";-3.5;Food & Beverage;Main Wallet;SGD;10/03/2020;No
4753;NTUC membership;-9;Investment;Main Wallet;SGD;09/03/2020;No
4754;"CDA rice with 3 nuggets, toufu and cabbage";-3.2;Food & Beverage;Main Wallet;SGD;09/03/2020;No
4752;Sunshine White Bread 400g;-1.7;Food & Beverage;Main Wallet;SGD;08/03/2020;No
4751;NCN bakery potato Nacho cheese bun 92g;-1;Food & Beverage;Main Wallet;SGD;08/03/2020;No
4750;Marigold yogurt savings;2.9;Gifts;Main Wallet;SGD;07/03/2020;No
4749;Marigold Strawberry yogurt;-2.2;Food & Beverage;Main Wallet;SGD;07/03/2020;No
4748;Marigold Na Ta Deco yogurt;-2.2;Food & Beverage;Main Wallet;SGD;07/03/2020;No
4747;Marigold Mixed Berry yogurt;-2.2;Food & Beverage;Main Wallet;SGD;07/03/2020;No
4746;Marigold Aloe Vera Yogurt;-2.2;Food & Beverage;Main Wallet;SGD;07/03/2020;No
4745;Tong Garden salted peanuts 180g;-2.05;Food & Beverage;Main Wallet;SGD;07/03/2020;No
4744;T Honey Cherry tomato;-1.5;Food & Beverage;Main Wallet;SGD;07/03/2020;No
4743;Smuckers Blueberry jam 340g;-4.5;Food & Beverage;Main Wallet;SGD;07/03/2020;No
